Date,Description,Original Description,Category,Amount,Status
2024-11-21,"MURPHY EXPRESS 8946      BRIGHTON     CO","MURPHY EXPRESS 8946      BRIGHTON     CO",Category Pending,-11.01,Posted
2024-11-20,"INTEREST PAID","INTEREST PAID",Category Pending,0.01,Posted
2024-11-20,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-36.86,Posted
2024-11-20,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2024-11-20,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,739.59,Posted
2024-11-19,"MIDDLE BOSS ECE          DENVER       CO","MIDDLE BOSS ECE          DENVER       CO",Category Pending,-183.00,Posted
2024-11-19,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-80.00,Posted
2024-11-19,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-66.32,Posted
2024-11-19,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-11-18,"C P*BRIGHTON MUNICIPAL   BRIGHTON     CO","C P*BRIGHTON MUNICIPAL   BRIGHTON     CO",Category Pending,-227.79,Posted
2024-11-18,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2024-11-18,"3OH3 SMOKES AND VAPES    DENVER       CO","3OH3 SMOKES AND VAPES    DENVER       CO",Category Pending,-54.27,Posted
2024-11-18,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-40.33,Posted
2024-11-18,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-31.85,Posted
2024-11-18,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-20.33,Posted
2024-11-18,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-18.65,Posted
2024-11-18,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-7.04,Posted
2024-11-18,"PANDORA*INTERNET RADIO   PDORA.COM/BILCA","PANDORA*INTERNET RADIO   PDORA.COM/BILCA",Category Pending,-6.16,Posted
2024-11-15,"DISCOVER         E-PAYMENT  ***********2205","DISCOVER         E-PAYMENT  ***********2205",Category Pending,-50.00,Posted
2024-11-15,"CAPITAL ONE      MOBILE PMT ***********PHGM","CAPITAL ONE      MOBILE PMT ***********PHGM",Category Pending,-50.00,Posted
2024-11-15,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-27.03,Posted
2024-11-15,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-14.60,Posted
2024-11-15,"HARBOR FREIGHT TOOLS 49  THORNTON     CO","HARBOR FREIGHT TOOLS 49  THORNTON     CO",Category Pending,-12.95,Posted
2024-11-15,"HARBOR FREIGHT TOOLS 69  BRIGHTON     CO","HARBOR FREIGHT TOOLS 69  BRIGHTON     CO",Category Pending,-5.40,Posted
2024-11-14,"KING SOOPERS #0681 FUEL QBRIGHTON     CO","KING SOOPERS #0681 FUEL QBRIGHTON     CO",Category Pending,-66.28,Posted
2024-11-14,"THE HOME DEPOT #1547     BRIGHTON     CO","THE HOME DEPOT #1547     BRIGHTON     CO",Category Pending,-9.73,Posted
2024-11-14,"Amazon Prime*WQ8Q91AN3   Amzn.com/billWA","Amazon Prime*WQ8Q91AN3   Amzn.com/billWA",Category Pending,-7.97,Posted
2024-11-13,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,1171.35,Posted
2024-11-12,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-117.11,Posted
2024-11-12,"PAI ISO                  LOVELAND     CO","PAI ISO                  LOVELAND     CO",Category Pending,-83.00,Posted
2024-11-12,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2024-11-12,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-70.00,Posted
2024-11-12,"KING SOOPERS #0736 FUEL  BRIGHTON     CO","KING SOOPERS #0736 FUEL  BRIGHTON     CO",Category Pending,-69.16,Posted
2024-11-12,"WAL-MART #986            FRISCO       CO","WAL-MART #986            FRISCO       CO",Category Pending,-56.97,Posted
2024-11-12,"UNDER ARMOUR SILVERTHO   SILVERTHORNE CO","UNDER ARMOUR SILVERTHO   SILVERTHORNE CO",Category Pending,-56.88,Posted
2024-11-12,"SQ *JOY OF SOX           Breckenridge CO","SQ *JOY OF SOX           Breckenridge CO",Category Pending,-41.37,Posted
2024-11-12,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-36.47,Posted
2024-11-12,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-15.24,Posted
2024-11-12,"TOWN OF BRECK PARKING P  BRECKENRIDGE CO","TOWN OF BRECK PARKING P  BRECKENRIDGE CO",Category Pending,-1.00,Posted
2024-11-12,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-11-07,"WM SUPERCENTER #905      LONGMONT     CO","WM SUPERCENTER #905      LONGMONT     CO",Category Pending,-65.93,Posted
2024-11-07,"MAVERIK #5203            DACONO       CO","MAVERIK #5203            DACONO       CO",Category Pending,-65.88,Posted
2024-11-06,"5280 SMOKE SHOP LLC      THORNTON     CO","5280 SMOKE SHOP LLC      THORNTON     CO",Category Pending,-8.64,Posted
2024-11-06,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,938.95,Posted
2024-11-05,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-60.00,Posted
2024-11-05,"The Vapor Shop 3         THORNTON     CO","The Vapor Shop 3         THORNTON     CO",Category Pending,-32.55,Posted
2024-11-05,"KING SOOPERS # 0116      THORNTON     CO","KING SOOPERS # 0116      THORNTON     CO",Category Pending,-21.53,Posted
2024-11-04,"AMAZON MKTPL*U639I2FC3   Amzn.com/billWA","AMAZON MKTPL*U639I2FC3   Amzn.com/billWA",Category Pending,-103.57,Posted
2024-11-04,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2024-11-04,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-24.14,Posted
2024-11-04,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-4.86,Posted
2024-11-01,"AMAZON MKTPL*SN2KH3143   Amzn.com/billWA","AMAZON MKTPL*SN2KH3143   Amzn.com/billWA",Category Pending,-32.20,Posted
2024-10-31,"Zelle: Clayton","Zelle: Clayton",Category Pending,-250.00,Posted
2024-10-31,"SAFEWAY FUEL1635         FEDERAL HEIGHCO","SAFEWAY FUEL1635         FEDERAL HEIGHCO",Category Pending,-68.81,Posted
2024-10-31,"LONGMONT VAPE & SMOKE    LONGMONT     CO","LONGMONT VAPE & SMOKE    LONGMONT     CO",Category Pending,-28.24,Posted
2024-10-31,"MCDONALD'S F26110        FEDERAL HEIGHCO","MCDONALD'S F26110        FEDERAL HEIGHCO",Category Pending,-26.27,Posted
2024-10-31,"DD *DOORDASH MCDONALDS   WWW.DOORDASH.CA","DD *DOORDASH MCDONALDS   WWW.DOORDASH.CA",Category Pending,-14.03,Posted
2024-10-30,"WAL-MART #0905           LONGMONT     CO","WAL-MART #0905           LONGMONT     CO",Category Pending,-38.25,Posted
2024-10-30,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,825.49,Posted
2024-10-29,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-50.00,Posted
2024-10-29,"TST* GOOD TIMES RESTAUR  THORNTON     CO","TST* GOOD TIMES RESTAUR  THORNTON     CO",Category Pending,-34.46,Posted
2024-10-29,"TST* GOOD TIMES RESTAUR  BRIGHTON     CO","TST* GOOD TIMES RESTAUR  BRIGHTON     CO",Category Pending,-19.72,Posted
2024-10-28,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2024-10-28,"BIG DADDYS FAMOUS HAMBU  BRIGHTON     CO","BIG DADDYS FAMOUS HAMBU  BRIGHTON     CO",Category Pending,-41.30,Posted
2024-10-28,"AMAZON MKTPL*EO4UJ7QS3   Amzn.com/billWA","AMAZON MKTPL*EO4UJ7QS3   Amzn.com/billWA",Category Pending,-35.39,Posted
2024-10-28,"AMAZON MKTPL*VH6ZP6PR3   Amzn.com/billWA","AMAZON MKTPL*VH6ZP6PR3   Amzn.com/billWA",Category Pending,-35.28,Posted
2024-10-28,"BIG DADDYS FAMOUS HAMBU  BRIGHTON     CO","BIG DADDYS FAMOUS HAMBU  BRIGHTON     CO",Category Pending,-20.92,Posted
2024-10-28,"MCDONALD'S F39644        BRIGHTON     CO","MCDONALD'S F39644        BRIGHTON     CO",Category Pending,-12.78,Posted
2024-10-28,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-2.41,Posted
2024-10-28,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-0.24,Posted
2024-10-28,"VENMO            CASHOUT    ***********9238","VENMO            CASHOUT    ***********9238",Category Pending,128.00,Posted
2024-10-25,"JAVE CO ALS              BRIGHTON     CO","JAVE CO ALS              BRIGHTON     CO",Category Pending,-83.00,Posted
2024-10-25,"PY *CHEBA HUT  JOHNSTOW  JOHNSTOWN    CO","PY *CHEBA HUT  JOHNSTOW  JOHNSTOWN    CO",Category Pending,-42.55,Posted
2024-10-25,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-10-23,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,801.70,Posted
2024-10-21,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2024-10-21,"SANTIAGOS MEXICAN RESTA  LOCHBUIE     CO","SANTIAGOS MEXICAN RESTA  LOCHBUIE     CO",Category Pending,-14.06,Posted
2024-10-17,"O'REILLY 6175            BRIGHTON     CO","O'REILLY 6175            BRIGHTON     CO",Category Pending,-9.21,Posted
2024-10-17,"KING SOOPERS #0062       WESTMINSTER  CO","KING SOOPERS #0062       WESTMINSTER  CO",Category Pending,-5.08,Posted
2024-10-16,"Zelle: Clayton","Zelle: Clayton",Category Pending,-250.00,Posted
2024-10-16,"JAVE CO ALS              BRIGHTON     CO","JAVE CO ALS              BRIGHTON     CO",Category Pending,-173.00,Posted
2024-10-16,"KING SOOPERS #0736 FUEL  BRIGHTON     CO","KING SOOPERS #0736 FUEL  BRIGHTON     CO",Category Pending,-74.16,Posted
2024-10-16,"PANDORA*INTERNET RADIO   PDORA.COM/BILCA","PANDORA*INTERNET RADIO   PDORA.COM/BILCA",Category Pending,-6.16,Posted
2024-10-16,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-1.08,Posted
2024-10-16,"ATM REBATE","ATM REBATE",Category Pending,1.01,Posted
2024-10-16,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,626.43,Posted
2024-10-15,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-80.00,Posted
2024-10-15,"39774                    Federal HeighCO","39774                    Federal HeighCO",Category Pending,-61.31,Posted
2024-10-15,"APPLE CASH SENT MONEY    1INFINITELOOPCA","APPLE CASH SENT MONEY    1INFINITELOOPCA",Category Pending,-37.00,Posted
2024-10-15,"APPLE CASH SENT MONEY    1INFINITELOOPCA","APPLE CASH SENT MONEY    1INFINITELOOPCA",Category Pending,-20.00,Posted
2024-10-15,"7-ELEVEN                 Federal HeighCO","7-ELEVEN                 Federal HeighCO",Category Pending,-18.95,Posted
2024-10-15,"MCDONALD'S F39405        FT LUPTON    CO","MCDONALD'S F39405        FT LUPTON    CO",Category Pending,-11.75,Posted
2024-10-15,"Amazon Prime*QU91J9O03   Amzn.com/billWA","Amazon Prime*QU91J9O03   Amzn.com/billWA",Category Pending,-7.97,Posted
2024-10-11,"AMAZON MKTPL*KC58P1R23   Amzn.com/billWA","AMAZON MKTPL*KC58P1R23   Amzn.com/billWA",Category Pending,-349.66,Posted
2024-10-11,"JAVE CO ALS              BRIGHTON     CO","JAVE CO ALS              BRIGHTON     CO",Category Pending,-143.00,Posted
2024-10-11,"WENDYS 9650              BRIGHTON     CO","WENDYS 9650              BRIGHTON     CO",Category Pending,-17.08,Posted
2024-10-11,"BURGER KING #5199        NORTHGLENN   CO","BURGER KING #5199        NORTHGLENN   CO",Category Pending,-15.32,Posted
2024-10-11,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-10-10,"ELITE MOTORSPORTS        LOVELAND     CO","ELITE MOTORSPORTS        LOVELAND     CO",Category Pending,-475.59,Posted
2024-10-10,"AMAZON MKTPL*C17F352R3   Amzn.com/billWA","AMAZON MKTPL*C17F352R3   Amzn.com/billWA",Category Pending,-48.34,Posted
2024-10-10,"O'REILLY 6175            BRIGHTON     CO","O'REILLY 6175            BRIGHTON     CO",Category Pending,-29.26,Posted
2024-10-09,"TST* GOOD TIMES RESTAUR  THORNTON     CO","TST* GOOD TIMES RESTAUR  THORNTON     CO",Category Pending,-19.72,Posted
2024-10-09,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,1013.60,Posted
2024-10-08,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-80.00,Posted
2024-10-08,"WENDY'S # 9067           THORNTON     CO","WENDY'S # 9067           THORNTON     CO",Category Pending,-29.05,Posted
2024-10-08,"FANDANGO    *            FANDANGO.COM CA","FANDANGO    *            FANDANGO.COM CA",Category Pending,-27.23,Posted
2024-10-07,"DISCOVER         E-PAYMENT  ***********2205","DISCOVER         E-PAYMENT  ***********2205",Category Pending,-70.00,Posted
2024-10-07,"THORN DRONE ALS          BRIGHTON     CO","THORN DRONE ALS          BRIGHTON     CO",Category Pending,-123.00,Posted
2024-10-07,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-69.12,Posted
2024-10-07,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-50.00,Posted
2024-10-07,"Wal-Mart Super Center    BRIGHTON     CO","Wal-Mart Super Center    BRIGHTON     CO",Category Pending,-49.30,Posted
2024-10-07,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-8.64,Posted
2024-10-07,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-8.64,Posted
2024-10-07,"SQ *SMOKE AND VAPE 144T  Westminster  CO","SQ *SMOKE AND VAPE 144T  Westminster  CO",Category Pending,-3.25,Posted
2024-10-07,"ATM REBATE","ATM REBATE",Category Pending,3.00,Posted
2024-10-04,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-61.65,Posted
2024-10-04,"C VAPE                   THORNTON     CO","C VAPE                   THORNTON     CO",Category Pending,-41.16,Posted
2024-10-04,"3OH3 SMOKES AND VAPES    DENVER       CO","3OH3 SMOKES AND VAPES    DENVER       CO",Category Pending,-21.74,Posted
2024-10-04,"ARBYS 8549               THORNTON     CO","ARBYS 8549               THORNTON     CO",Category Pending,-12.04,Posted
2024-10-03,"RAISING CANES 0489       THORNTON     CO","RAISING CANES 0489       THORNTON     CO",Category Pending,-26.32,Posted
2024-10-02,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-141.00,Posted
2024-10-02,"CHICK-FIL-A #834         DENVER       CO","CHICK-FIL-A #834         DENVER       CO",Category Pending,-30.75,Posted
2024-10-02,"VAPE WORLD & TOBACCO     BRIGHTON     CO","VAPE WORLD & TOBACCO     BRIGHTON     CO",Category Pending,-23.85,Posted
2024-10-02,"7-ELEVEN                 Thornton     CO","7-ELEVEN                 Thornton     CO",Category Pending,-20.75,Posted
2024-10-02,"WENDY'S # 9067           THORNTON     CO","WENDY'S # 9067           THORNTON     CO",Category Pending,-18.42,Posted
2024-10-02,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,841.43,Posted
2024-10-01,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-70.00,Posted
2024-10-01,"THE HOME DEPOT 1547      BRIGHTON     CO","THE HOME DEPOT 1547      BRIGHTON     CO",Category Pending,-49.73,Posted
2024-10-01,"APPLE CASH INST XFER     CUPERTINO    CA","APPLE CASH INST XFER     CUPERTINO    CA",Category Pending,64.02,Posted
2024-09-30,"KING SOOPERS #0736 FUEL  BRIGHTON     CO","KING SOOPERS #0736 FUEL  BRIGHTON     CO",Category Pending,-75.72,Posted
2024-09-30,"PAI ISO                  THORNTON     CO","PAI ISO                  THORNTON     CO",Category Pending,-62.99,Posted
2024-09-30,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-50.00,Posted
2024-09-30,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-29.83,Posted
2024-09-30,"SONIC DRIVE IN #3558     FEDERAL HEIGHCO","SONIC DRIVE IN #3558     FEDERAL HEIGHCO",Category Pending,-29.66,Posted
2024-09-30,"TST* GOOD TIMES RESTAUR  THORNTON     CO","TST* GOOD TIMES RESTAUR  THORNTON     CO",Category Pending,-20.71,Posted
2024-09-30,"7-ELEVEN                 Federal HeighCO","7-ELEVEN                 Federal HeighCO",Category Pending,-19.12,Posted
2024-09-30,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-15.24,Posted
2024-09-30,"CHICK-FIL-A #834         DENVER       CO","CHICK-FIL-A #834         DENVER       CO",Category Pending,-5.43,Posted
2024-09-30,"ATM REBATE","ATM REBATE",Category Pending,2.99,Posted
2024-09-27,"SAFEWAY FUEL1635         FEDERAL HEIGHCO","SAFEWAY FUEL1635         FEDERAL HEIGHCO",Category Pending,-73.04,Posted
2024-09-27,"QDOBA 2914               THORNTON     CA","QDOBA 2914               THORNTON     CA",Category Pending,-14.43,Posted
2024-09-26,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-26.92,Posted
2024-09-26,"7-ELEVEN                 Federal HeighCO","7-ELEVEN                 Federal HeighCO",Category Pending,-16.20,Posted
2024-09-26,"MCDONALD'S F37856        AURORA       CO","MCDONALD'S F37856        AURORA       CO",Category Pending,-13.58,Posted
2024-09-25,"KING SOOPERS #0736 FUEL  BRIGHTON     CO","KING SOOPERS #0736 FUEL  BRIGHTON     CO",Category Pending,-84.68,Posted
2024-09-25,"O'REILLY 3679            AURORA       CO","O'REILLY 3679            AURORA       CO",Category Pending,-53.98,Posted
2024-09-25,"SQ *SMOKE AND VAPE 144T  Westminster  CO","SQ *SMOKE AND VAPE 144T  Westminster  CO",Category Pending,-43.69,Posted
2024-09-25,"7-ELEVEN                 Frederick    CO","7-ELEVEN                 Frederick    CO",Category Pending,-22.98,Posted
2024-09-25,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,619.45,Posted
2024-09-24,"DISCOVER         E-PAYMENT  ***********2205","DISCOVER         E-PAYMENT  ***********2205",Category Pending,-35.00,Posted
2024-09-24,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-60.00,Posted
2024-09-24,"DD *DOORDASH HUNGRYHOW   855-973-1040 CA","DD *DOORDASH HUNGRYHOW   855-973-1040 CA",Category Pending,-50.30,Posted
2024-09-23,"SAFEWAY FUEL1635         FEDERAL HEIGHCO","SAFEWAY FUEL1635         FEDERAL HEIGHCO",Category Pending,-77.35,Posted
2024-09-23,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-56.75,Posted
2024-09-23,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-50.00,Posted
2024-09-23,"APPLE CASH SENT MONEY    1INFINITELOOPCA","APPLE CASH SENT MONEY    1INFINITELOOPCA",Category Pending,-40.00,Posted
2024-09-20,"3OH3 SMOKES AND VAPES    DENVER       CO","3OH3 SMOKES AND VAPES    DENVER       CO",Category Pending,-43.48,Posted
2024-09-20,"RAISING CANES 0489       THORNTON     CO","RAISING CANES 0489       THORNTON     CO",Category Pending,-26.32,Posted
2024-09-19,"DOMINO'S 6223            FEDERAL HEIGHCO","DOMINO'S 6223            FEDERAL HEIGHCO",Category Pending,-74.23,Posted
2024-09-19,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.53,Posted
2024-09-18,"DD *DOORDASH SONICDRIV   855-973-1040 CA","DD *DOORDASH SONICDRIV   855-973-1040 CA",Category Pending,-66.49,Posted
2024-09-18,"AMAZON MKTPL*WA9XN33W3   Amzn.com/billWA","AMAZON MKTPL*WA9XN33W3   Amzn.com/billWA",Category Pending,-52.78,Posted
2024-09-18,"WENDYS 96 4880 E BROML   BRIGHTON     CO","WENDYS 96 4880 E BROML   BRIGHTON     CO",Category Pending,-35.12,Posted
2024-09-18,"O'REILLY 6175            BRIGHTON     CO","O'REILLY 6175            BRIGHTON     CO",Category Pending,-7.58,Posted
2024-09-18,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,768.96,Posted
2024-09-17,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-70.00,Posted
2024-09-17,"C VAPE                   THORNTON     CO","C VAPE                   THORNTON     CO",Category Pending,-28.20,Posted
2024-09-16,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-200.00,Posted
2024-09-16,"PAI ISO                  THORNTON     CO","PAI ISO                  THORNTON     CO",Category Pending,-122.99,Posted
2024-09-16,"PAI ISO                  THORNTON     CO","PAI ISO                  THORNTON     CO",Category Pending,-122.99,Posted
2024-09-16,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-50.00,Posted
2024-09-16,"AMAZON MKTPL*JG3W92RP3   Amzn.com/billWA","AMAZON MKTPL*JG3W92RP3   Amzn.com/billWA",Category Pending,-24.75,Posted
2024-09-16,"WENDY'S # 4101 E 136TH   THORNTON     CO","WENDY'S # 4101 E 136TH   THORNTON     CO",Category Pending,-14.64,Posted
2024-09-16,"Amazon Prime*7B0523C63   Amzn.com/billWA","Amazon Prime*7B0523C63   Amzn.com/billWA",Category Pending,-7.97,Posted
2024-09-16,"PANDORA*INTERNET RADIO   PDORA.COM/BILCA","PANDORA*INTERNET RADIO   PDORA.COM/BILCA",Category Pending,-6.16,Posted
2024-09-16,"ATM REBATE","ATM REBATE",Category Pending,2.99,Posted
2024-09-16,"ATM REBATE","ATM REBATE",Category Pending,1.26,Posted
2024-09-13,"P361964                  FEDERAL HEIGHCO","P361964                  FEDERAL HEIGHCO",Category Pending,-102.75,Posted
2024-09-13,"UBER   *EATS             HELP.UBER.COMCA","UBER   *EATS             HELP.UBER.COMCA",Category Pending,-59.08,Posted
2024-09-13,"APPLE CASH SENT MONEY    1INFINITELOOPCA","APPLE CASH SENT MONEY    1INFINITELOOPCA",Category Pending,-10.00,Posted
2024-09-13,"ATM REBATE","ATM REBATE",Category Pending,2.75,Posted
2024-09-12,"Zelle: Zack Brown","Zelle: Zack Brown",Category Pending,-200.00,Posted
2024-09-12,"SIGNAL WASH @ HWY 119    LONGMONT     CO","SIGNAL WASH @ HWY 119    LONGMONT     CO",Category Pending,-15.00,Posted
2024-09-12,"SIGNAL WASH @ HWY 119    LONGMONT     CO","SIGNAL WASH @ HWY 119    LONGMONT     CO",Category Pending,-10.67,Posted
2024-09-11,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,945.07,Posted
2024-09-10,"CORNWELL TOOLS           AURORA       CO","CORNWELL TOOLS           AURORA       CO",Category Pending,-70.00,Posted
2024-09-09,"MURPHY EXPRESS           BROOMFIELD   CO","MURPHY EXPRESS           BROOMFIELD   CO",Category Pending,-80.40,Posted
2024-09-09,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-50.00,Posted
2024-09-09,"AUTOZONE  16812 SHERID   BROOMFIELD   CO","AUTOZONE  16812 SHERID   BROOMFIELD   CO",Category Pending,23.86,Posted
2024-09-06,"3OH3 SMOKES AND VAPES    DENVER       CO","3OH3 SMOKES AND VAPES    DENVER       CO",Category Pending,-123.30,Posted
2024-09-06,"MCDONALD'S F39644        BRIGHTON     CO","MCDONALD'S F39644        BRIGHTON     CO",Category Pending,-14.83,Posted
2024-09-05,"QT 4202 OUTSIDE          FIRESTONE    CO","QT 4202 OUTSIDE          FIRESTONE    CO",Category Pending,-60.00,Posted
2024-09-04,"Zelle: Clayton","Zelle: Clayton",Category Pending,-250.00,Posted
2024-09-04,"AUTOZONE  04362          BRIGHTON     CO","AUTOZONE  04362          BRIGHTON     CO",Category Pending,-99.27,Posted
2024-09-04,"AUTOZONE  04362          BRIGHTON     CO","AUTOZONE  04362          BRIGHTON     CO",Category Pending,-34.17,Posted
2024-09-04,"AUTOZONE  0819           BRIGHTON     CO","AUTOZONE  0819           BRIGHTON     CO",Category Pending,-23.86,Posted
2024-09-04,"BS AMER TIRE OPS ACTIVE     ***********","BS AMER TIRE OPS ACTIVE     ***********",Category Pending,898.19,Posted
2024-09-03,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-88.52,Posted
2024-09-03,"KING SOOPERS #0136       BRIGHTON     CO","KING SOOPERS #0136       BRIGHTON     CO",Category Pending,-64.47,Posted
2024-09-03,"KING SOOPERS #0736 FUEL  BRIGHTON     CO","KING SOOPERS #0736 FUEL  BRIGHTON     CO",Category Pending,-61.57,Posted
2024-09-03,"KOCH TOOLS               720-641-2408 CO","KOCH TOOLS               720-641-2408 CO",Category Pending,-50.00,Posted
2024-09-03,"MCDONALD'S F39644        BRIGHTON     CO","MCDONALD'S F39644        BRIGHTON     CO",Category Pending,-22.96,Posted
2024-09-03,"MCDONALD'S F39644        BRIGHTON     CO","MCDONALD'S F39644        BRIGHTON     CO",Category Pending,-22.85,Posted
2024-09-03,"CHICK-FIL-A #02185       LONGMONT     CO","CHICK-FIL-A #02185       LONGMONT     CO",Category Pending,-21.97,Posted
2024-09-03,"Subway 24225             Thornton     CO","Subway 24225             Thornton     CO",Category Pending,-18.31,Posted
2024-09-03,"BURGER KING #22546       DACONO       CO","BURGER KING #22546       DACONO       CO",Category Pending,-13.97,Posted
